"section","booklet number (frequency+alphabetic)","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,4289,3,4637,"MRB/","מֵרַב ",,,,,", , , ",,"nmpr",,"Merab",,,,,,"Merab","Merab",,,,,,,,,,,,,,,,,,
,4290,3,4688,"MRKB/","מֶרְכָּב ",,,,,", , , ",,"subs",,"chariots; riding-seat",,,,,,"chariots; riding-seat","chariots; riding-seat",,,,,,,,,,,,,,,,,,
,4291,3,4705,"MRP>=/","מַרְפֵּא II",,,,,", , , ",,"subs",,"calmness",,,,,,"calmness","calmness",,,,,,,,,,,,,,,,,,
,4292,3,4710,"MRQ/","מָרָק ",,,,,", , , ",,"subs",,"broth",,,,,,"broth","broth",,,,,,,,,,,,,,,,,,
,4293,3,4711,"MRQ[","מרק ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","pual qal","scour, polish",,,,,,,"qal: scour, polish; pu: be scoured;","qal: scour, polish; qal pass: ; ni: ; pi: ; pu: be scoured; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","scour, polish",,,"be scoured",,,,,,,,,,,,
,4294,3,4714,"MRQXT/","מִרְקַחַת ",,,,,", , , ",,"subs",,"ointment-mixture",,,,,,"ointment-mixture","ointment-mixture",,,,,,,,,,,,,,,,,,
,4295,3,4660,"MRWD/","מָרוּד ",,,,,", , , ",,"subs",,"homelessness",,,,,,"homelessness","homelessness",,,,,,,,,,,,,,,,,,
,4296,3,4388,"MSGR/","מַסְגֵּר I",,,,,", , , ",,"subs",,"dungeon",,,,,,"dungeon","dungeon",,,,,,,,,,,,,,,,,,
,4297,3,4393,"MSH/","מַסָּה I",,,,,", , , ",,"subs",,"proving, trial, test",,,,,,"proving, trial, test","proving, trial, test",,,,,,,,,,,,,,,,,,
,4298,3,4415,"MSMR/","מַסְמֵר ",,,,,", , , ",,"subs",,"nail",,,,,,"nail","nail",,,,,,,,,,,,,,,,,,
,4299,3,4423,"MSPXT/","מִסְפַּחַת ",,,,,", , , ",,"subs",,"scab",,,,,,"scab","scab",,,,,,,,,,,,,,,,,,
,4300,3,4398,"MSWH/","מַסְוֶה ",,,,,", , , ",,"subs",,"veil, mask",,,,,,"veil, mask","veil, mask",,,,,,,,,,,,,,,,,,
,4301,3,4856,"MTN=/","מַתָּן II",,,,,", , , ",,"nmpr",,"Mattan",,,,,,"Mattan","Mattan",,,,,,,,,,,,,,,,,,
,4302,3,4860,"MTNJ=/","מַתְּנַי II",,,,,", , , ",,"nmpr",,"Mattenai",,,,,,"Mattenai","Mattenai",,,,,,,,,,,,,,,,,,
,4303,3,4862,"MTNJHW/","מַתַּנְיָהוּ ",,,,,", , , ",,"nmpr",,"Mattaniah",,,,,,"Mattaniah","Mattaniah",,,,,,,,,,,,,,,,,,
,4304,3,4002,"MWL=[","מול II",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif","keep off",,,,,,,"hi: keep off;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: keep off; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,,,"keep off",,,,,,,,,,
,4305,3,4038,"MWRG/","מֹורַג ",,,,,", , , ",,"subs",,"threshing-sledge",,,,,,"threshing-sledge","threshing-sledge",,,,,,,,,,,,,,,,,,
,4306,3,4041,"MWRH=/","מֹורָה II",,,,,", , , ",,"subs",,"razor",,,,,,"razor","razor",,,,,,,,,,,,,,,,,,
,4307,3,4043,"MWRH===/","מֹורֶה IV",,,,,", , , ",,"nmpr",,"Moreh",,,,,,"Moreh","Moreh",,,,,,,,,,,,,,,,,,
,4308,3,4015,"MWSR=/","מֹוסֵר II",,,,,", , , ",,"subs",,"band",,,,,,"band","band",,,,,,,,,,,,,,,,,,
,4309,3,4057,"MWTR/","מֹותָר ",,,,,", , , ",,"subs",,"advantage, superiority",,,,,,"advantage, superiority","advantage, superiority",,,,,,,,,,,,,,,,,,
,4310,3,4030,"MWYQ=/","מוּצָק II",,,,,", , , ",,"subs",,"constraint",,,,,,"constraint","constraint",,,,,,,,,,,,,,,,,,
,4311,3,4086,"MX>[","מחא ",,"ii-guttural","iii-aleph",,", ii-guttural, iii-aleph, ","ii-guttural, iii-aleph","verb","qal","clap (the hands)",,,,,,,"qal: clap (the hands);","qal: clap (the hands); qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","clap (the hands)",,,,,,,,,,,,,,,
,4312,3,4154,"MXT/","מַחַת ",,,,,", , , ",,"nmpr",,"Mahath",,,,,,"Mahath","Mahath",,,,,,,,,,,,,,,,,,
,4313,3,4141,"MXYB/","מַחְצֵב ",,,,,", , , ",,"subs",,"hewing",,,,,,"hewing","hewing",,,,,,,,,,,,,,,,,,
,4314,3,4580,"MY<D/","מִצְעָד ",,,,,", , , ",,"subs",,"step",,,,,,"step","step",,,,,,,,,,,,,,,,,,
,4315,3,4557,"MYH=/","מַצָּה II",,,,,", , , ",,"subs",,"strife, contention",,,,,,"strife, contention","strife, contention",,,,,,,,,,,,,,,,,,
,4316,3,4584,"MYPH==/","מִצְפֶּה III",,,,,", , , ",,"nmpr",,"Mizpah",,,,,,"Mizpah","Mizpah",,,,,,,,,,,,,,,,,,
,4317,3,4587,"MYR/","מֵצַר ",,,,,", , , ",,"subs",,"straits, distress",,,,,,"straits, distress","straits, distress",,,,,,,,,,,,,,,,,,
,4318,3,4061,"MZH=/","מִזָּה II",,,,,", , , ",,"nmpr",,"Mizzah",,,,,,"Mizzah","Mizzah",,,,,,,,,,,,,,,,,,
,4319,3,4065,"MZWR/","מָזֹור I",,,,,", , , ",,"subs",,"ulcer, boil",,,,,,"ulcer, boil","ulcer, boil",,,,,,,,,,,,,,,,,,
,4320,3,5156,"N<RH=/","נַעֲרָה II",,,,,", , , ",,"nmpr",,"Naarah",,,,,,"Naarah","Naarah",,,,,,,,,,,,,,,,,,
,4321,3,5160,"N<RJH/","נְעַרְיָה ",,,,,", , , ",,"nmpr",,"Neariah",,,,,,"Neariah","Neariah",,,,,,,,,,,,,,,,,,
,4322,3,4878,"N>H[","נאה ","i-nun","ii-guttural","iii-hey",,"i-nun, ii-guttural, iii-hey, ","i-nun, ii-guttural, iii-hey","verb","piel","be comely, lovely",,,,,,,"pi: be comely, lovely;","qal: ; qal pass: ; ni: ; pi: be comely, lovely; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"be comely, lovely",,,,,,,,,,,,,
,4323,3,4887,"N>YH=/","נֶאָצָה II",,,,,", , , ",,"subs",,"contempt",,,,,,"contempt","contempt",,,,,,,,,,,,,,,,,,
,4324,3,4896,"NBW>H/","נְבוּאָה ",,,,,", , , ",,"subs",,"word of prophet",,,,,,"word of prophet","word of prophet",,,,,,,,,,,,,,,,,,
,4325,3,5238,"NCB[","נשׁב ","i-nun",,,,"i-nun, , , ","i-nun","verb","hif qal","blow",,,,,,,"qal: blow; hi: cause to blow, drive away;","qal: blow; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to blow, drive away; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","blow",,,,,"cause to blow, drive away",,,,,,,,,,
,4326,3,5251,"NCKH/","נִשְׁכָּה ",,,,,", , , ",,"subs",,"chamber",,,,,,"chamber","chamber",,,,,,,,,,,,,,,,,,
,4327,3,5258,"NCQ=[","נשׁק II","i-nun",,,,"i-nun, , , ","i-nun","verb","qal","be equipped",,,,,,,"qal: be equipped;","qal: be equipped; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","be equipped",,,,,,,,,,,,,,,
,4328,3,5262,"NCT[","נשׁת ","i-nun",,,,"i-nun, , , ","i-nun","verb","nif qal","dry",,,,,,,"qal: dry; ni: be dried up;","qal: dry; qal pass: ; ni: be dried up; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","dry","be dried up",,,,,,,,,,,,,,
,4329,3,4955,"NDJBH/","נְדִיבָה ",,,,,", , , ",,"subs",,"willingness; nobleness",,,,,,"willingness; nobleness","willingness; nobleness",,,,,,,,,,,,,,,,,,
,4330,3,5260,"NFQ[","נשׂק ","i-nun",,,,"i-nun, , , ","i-nun","verb","hif nif","be kindled",,,,,,,"ni: be kindled; hi: make a fire;","qal: ; qal pass: ; ni: be kindled; pi: ; pu: ; hit: ; hi: make a fire; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"be kindled",,,,"make a fire",,,,,,,,,,
,4331,3,5086,"NJR/","נִיר I",,,,,", , , ",,"subs",,"tilled ground",,,,,,"tilled ground","tilled ground",,,,,,,,,,,,,,,,,,
,4332,3,5090,"NK>=/","נָכֵא II",,,,,", , , ",,"adjv",,"smitten",,,,,,"smitten","smitten",,,,,,,,,,,,,,,,,,
,4333,3,5093,"NKD/","נֶכֶד ",,,,,", , , ",,"subs",,"posterity",,,,,,"posterity","posterity",,,,,,,,,,,,,,,,,,
,4334,3,5094,"NKH/","נָכֵה I",,,,,", , , ",,"adjv",,"smitten",,,,,,"smitten","smitten",,,,,,,,,,,,,,,,,,
,4335,3,5112,"NMW>L/","נְמוּאֵל ",,,,,", , , ",,"nmpr",,"Nemuel",,,,,,"Nemuel","Nemuel",,,,,,,,,,,,,,,,,,
,4336,3,5178,"NPC[","נפשׁ ","i-nun",,,,"i-nun, , , ","i-nun","verb","nif","take breath, refresh oneself",,,,,,,"ni: take breath, refresh oneself;","qal: ; qal pass: ; ni: take breath, refresh oneself; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"take breath, refresh oneself",,,,,,,,,,,,,,
,4337,3,5171,"NPJC/","נָפִישׁ ",,,,,", , , ",,"nmpr",,"Naphish",,,,,,"Naphish","Naphish",,,,,,,,,,,,,,,,,,
,4338,3,5170,"NPJLJM/","נְפִילִים ",,,,,", , , ",,"subs",,"giants",,,,,,"giants","giants",,,,,,,,,,,,,,,,,,
,4339,3,5173,"NPL/","נֵפֶל ",,,,,", , , ",,"subs",,"miscarriage",,,,,,"miscarriage","miscarriage",,,,,,,,,,,,,,,,,,
,4340,3,5211,"NQDJM/","נִקֻּדִים ",,,,,", , , ",,"subs",,"crumbs",,,,,,"crumbs","crumbs",,,,,,,,,,,,,,,,,,
,4341,3,5216,"NQJQ/","נָקִיק ",,,,,", , , ",,"subs",,"cleft",,,,,,"cleft","cleft",,,,,,,,,,,,,,,,,,
,4342,3,5232,"NRD/","נֵרְדְּ ",,,,,", , , ",,"subs",,"nard",,,,,,"nard","nard",,,,,,,,,,,,,,,,,,
,4343,3,5231,"NRGL_FR_>YR/","נֵרְגַל שַׂר אֶצֶר ",,,,,", , , ",,"nmpr",,"Nergal-Sharezer",,,,,,"Nergal-Sharezer","Nergal-Sharezer",,,,,,,,,,,,,,,,,,
,4344,3,5234,"NRJHW/","נֵרִיָּהוּ ",,,,,", , , ",,"nmpr",,"Neriah",,,,,,"Neriah","Neriah",,,,,,,,,,,,,,,,,,
,4345,3,5130,"NSS[","נסס ","i-nun",,,"geminate","i-nun, , , geminate","i-nun, geminate","verb","hit qal","falter",,,,,,,"qal: falter; hit: zigzag, twinkle;","qal: falter; qal pass: ; ni: ; pi: ; pu: ; hit: zigzag, twinkle; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","falter",,,,"zigzag, twinkle",,,,,,,,,,,
,4346,3,5061,"NVJCWT/","נְטִישֹׁות ",,,,,", , , ",,"subs",,"shoots",,,,,,"shoots","shoots",,,,,,,,,,,,,,,,,,
,4347,3,5004,"NWYH/","נֹוצָה ",,,,,", , , ",,"subs",,"plumage",,,,,,"plumage","plumage",,,,,,,,,,,,,,,,,,
,4348,3,5029,"NXLMJ/","נֶחֱלָמִי ",,,,,", , , ",,"adjv",,"Nehelamite",,,,,,"Nehelamite","Nehelamite",,,,,,,,,,,,,,,,,,
,4349,3,5035,"NXMJM/","נִחֻמִים ",,,,,", , , ",,"subs",,"comfort",,,,,,"comfort","comfort",,,,,,,,,,,,,,,,,,
,4350,3,5185,"NY/","נֵץ I",,,,,", , , ",,"subs",,"falcon",,,,,,"falcon","falcon",,,,,,,,,,,,,,,,,,
,4351,3,6192,"PDR/","פֶּדֶר ",,,,,", , , ",,"subs",,"kidney-fat",,,,,,"kidney-fat","kidney-fat",,,,,,,,,,,,,,,,,,
,4352,3,6248,"PJ_HXJRWT/","פִּי הַחִירֹות ",,,,,", , , ",,"nmpr",,"Pi Hahiroth",,,,,,"Pi Hahiroth","Pi Hahiroth",,,,,,,,,,,,,,,,,,
,4353,3,6252,"PJKL/","פִּיכֹל ",,,,,", , , ",,"nmpr",,"Phicol",,,,,,"Phicol","Phicol",,,,,,,,,,,,,,,,,,
,4354,3,6260,"PK/","פַּךְ ",,,,,", , , ",,"subs",,"flask",,,,,,"flask","flask",,,,,,,,,,,,,,,,,,
,4355,3,6271,"PLGH/","פְּלַגָּה I",,,,,", , , ",,"subs",,"division; stream",,,,,,"division; stream","division; stream",,,,,,,,,,,,,,,,,,
,4356,3,6293,"PLJL/","פָּלִיל ",,,,,", , , ",,"subs",,"judge",,,,,,"judge","judge",,,,,,,,,,,,,,,,,,
,4357,3,6287,"PLVJH/","פְּלַטְיָה ",,,,,", , , ",,"nmpr",,"Pelatiah",,,,,,"Pelatiah","Pelatiah",,,,,,,,,,,,,,,,,,
,4358,3,6326,"PNNH/","פְּנִנָּה ",,,,,", , , ",,"nmpr",,"Peninnah",,,,,,"Peninnah","Peninnah",,,,,,,,,,,,,,,,,,
,4359,3,6379,"PQ<JM/","פְּקָעִים ",,,,,", , , ",,"subs",,"gourd-shaped ornaments",,,,,,"gourd-shaped ornaments","gourd-shaped ornaments",,,,,,,,,,,,,,,,,,
,4360,3,6369,"PQDWN/","פִּקָּדֹון ",,,,,", , , ",,"subs",,"deposit",,,,,,"deposit","deposit",,,,,,,,,,,,,,,,,,
,4361,3,6377,"PQXJH/","פְּקַחְיָה ",,,,,", , , ",,"nmpr",,"Pekahiah",,,,,,"Pekahiah","Pekahiah",,,,,,,,,,,,,,,,,,
,4362,3,6385,"PRBR/","פַּרְבָּר ",,,,,", , , ",,"subs",,"court?",,,,,,"court?","court?",,,,,,,,,,,,,,,,,,
,4363,3,6388,"PRDH/","פִּרְדָּה ",,,,,", , , ",,"subs",,"she-mule",,,,,,"she-mule","she-mule",,,,,,,,,,,,,,,,,,
,4364,3,6390,"PRDS/","פַּרְדֵּס ",,,,,", , , ",,"subs",,"park",,,,,,"park","park",,,,,,,,,,,,,,,,,,
,4365,3,6417,"PRM[","פרם ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","tear",,,,,,,"qal: tear;","qal: tear; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","tear",,,,,,,,,,,,,,,
,4366,3,6455,"PRTMJM/","פַּרְתְּמִים ",,,,,", , , ",,"subs",,"nobles",,,,,,"nobles","nobles",,,,,,,,,,,,,,,,,,
,4367,3,6398,"PRWR/","פָּרוּר ",,,,,", , , ",,"subs",,"cooking pot",,,,,,"cooking pot","cooking pot",,,,,,,,,,,,,,,,,,
,4368,3,6401,"PRZH/","פְּרָזָה ",,,,,", , , ",,"subs",,"open country",,,,,,"open country","open country",,,,,,,,,,,,,,,,,,
,4369,3,6404,"PRZJ=/","פְּרָזִי II",,,,,", , , ",,"subs",,"open country; countryman",,,,,,"open country; countryman","open country; countryman",,,,,,,,,,,,,,,,,,
,4370,3,6501,"PTCGN/","פַּתְשֶׁגֶן ",,,,,", , , ",,"subs",,"copy",,,,,,"copy","copy",,,,,,,,,,,,,,,,,,
,4371,3,6243,"PVJC/","פַּטִּישׁ ",,,,,", , , ",,"subs",,"forge-hammer",,,,,,"forge-hammer","forge-hammer",,,,,,,,,,,,,,,,,,
,4372,3,6208,"PWL==/","פּוּל III",,,,,", , , ",,"nmpr",,"Pul",,,,,,"Pul","Pul",,,,,,,,,,,,,,,,,,
,4373,3,6218,"PWR[","פור ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif","break; frustrate",,,,,,,"hi: break; frustrate;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: break; frustrate; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,,,"break; frustrate",,,,,,,,,,
,4374,3,6202,"PWVJ_PR</","פֹּוטִי פֶרַע ",,,,,", , , ",,"nmpr",,"Potiphera",,,,,,"Potiphera","Potiphera",,,,,,,,,,,,,,,,,,
,4375,3,6199,"PWX=[","פוח II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif qal","breathe, blow",,,,,,,"qal: breathe, blow; hi: cause to exhale;","qal: breathe, blow; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to exhale; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","breathe, blow",,,,,"cause to exhale",,,,,,,,,,
,4376,3,6238,"PXM/","פֶּחָם ",,,,,", , , ",,"subs",,"charcoal",,,,,,"charcoal","charcoal",,,,,,,,,,,,,,,,,,
,4377,3,6363,"PY<[","פצע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","bruise",,,,,,,"qal: bruise;","qal: bruise; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","bruise",,,,,,,,,,,,,,,
,4378,3,6364,"PYY[","פצץ ",,,,"geminate",", , , geminate","geminate","verb","hit piel","shatter",,,,,,,"pi: smash to pieces; hit: be shattered;","qal: ; qal pass: ; ni: ; pi: smash to pieces; pu: ; hit: be shattered; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"smash to pieces",,"be shattered",,,,,,,,,,,
,4379,3,6803,"QBY>L/","קַבְצְאֵל ",,,,,", , , ",,"nmpr",,"Kabzeel",,,,,,"Kabzeel","Kabzeel",,,,,,,,,,,,,,,,,,
,4380,3,7078,"QCB=/","קַשֻּׁב II",,,,,", , , ",,"adjv",,"attentive",,,,,,"attentive","attentive",,,,,,,,,,,,,,,,,,
,4381,3,7089,"QFJVH/","קְשִׂיטָה ",,,,,", , , ",,"subs",,"kesitah <measure of weight?; coin?>",,,,,,"kesitah (measure of weight?; coin?)","kesitah (measure of weight?; coin?)",,,,,,,,,,,,,,,,,,
,4382,3,6894,"QJ>/","קִיא ",,,,,", , , ",,"subs",,"vomit",,,,,,"vomit","vomit",,,,,,,,,,,,,,,,,,
,4383,3,6916,"QJR_XRF/","קִיר חֶרֶשׂ ",,,,,", , , ",,"nmpr",,"Kir Hareseth",,,,,,"Kir Hareseth","Kir Hareseth",,,,,,,,,,,,,,,,,,
,4384,3,6943,"QL<=[","קלע II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","carve",,,,,,,"qal: carve;","qal: carve; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","carve",,,,,,,,,,,,,,,
,4385,3,6933,"QLJV>/","קְלִיטָא ",,,,,", , , ",,"nmpr",,"Kelita",,,,,,"Kelita","Kelita",,,,,,,,,,,,,,,,,,
,4386,3,6937,"QLS/","קֶלֶס ",,,,,", , , ",,"subs",,"derision",,,,,,"derision","derision",,,,,,,,,,,,,,,,,,
,4387,3,6948,"QMW>L/","קְמוּאֵל ",,,,,", , , ",,"nmpr",,"Kemuel",,,,,,"Kemuel","Kemuel",,,,,,,,,,,,,,,,,,
,4388,3,6955,"QMY[","קמץ ",,,,"regular",", , , regular","regular","verb","qal","take handful",,,,,,,"qal: take handful;","qal: take handful; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","take handful",,,,,,,,,,,,,,,
,4389,3,6962,"QNH=/","קָנָה II",,,,,", , , ",,"nmpr",,"Kanah",,,,,,"Kanah","Kanah",,,,,,,,,,,,,,,,,,
,4390,3,6969,"QNMWN/","קִנָּמֹון ",,,,,", , , ",,"subs",,"cinnamon",,,,,,"cinnamon","cinnamon",,,,,,,,,,,,,,,,,,
,4391,3,6980,"QP>[","קפא ",,,"iii-aleph",,", , iii-aleph, ","iii-aleph","verb","hif qal","thicken, condense",,,,,,,"qal: thicken, condense; hi: cause to thicken;","qal: thicken, condense; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to thicken; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","thicken, condense",,,,,"cause to thicken",,,,,,,,,,
,4392,3,6982,"QPD/","קִפֹּד ",,,,,", , , ",,"subs",,"hedgehog; owl",,,,,,"hedgehog; owl","hedgehog; owl",,,,,,,,,,,,,,,,,,
,4393,3,7045,"QRJWT/","קְרִיֹּות ",,,,,", , , ",,"nmpr",,"Kerioth",,,,,,"Kerioth","Kerioth",,,,,,,,,,,,,,,,,,
,4394,3,7070,"QRR[","קרר ",,"ii-guttural",,"geminate",", ii-guttural, , geminate","ii-guttural, geminate","verb","hif piel","pull down?",,,,,,,"pi: break; hi: keep cool;","qal: ; qal pass: ; ni: ; pi: break; pu: ; hit: ; hi: keep cool; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"break",,,"keep cool",,,,,,,,,,
,4395,3,7034,"QRX=/","קֵרֵחַ II",,,,,", , , ",,"adjv",,"bald",,,,,,"bald","bald",,,,,,,,,,,,,,,,,,
,4396,3,6976,"QST/","קֶסֶת ",,,,,", , , ",,"subs",,"writing-tool",,,,,,"writing-tool","writing-tool",,,,,,,,,,,,,,,,,,
,4397,3,6881,"QVL[","קטל ",,,,"regular",", , , regular","regular","verb","qal","kill",,,,,,,"qal: kill;","qal: kill; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","kill",,,,,,,,,,,,,,,
,4398,3,6871,"QWR>/","קֹורֵא ",,,,,", , , ",,"nmpr",,"Kore",,,,,,"Kore","Kore",,,,,,,,,,,,,,,,,,
,4399,3,7005,"QY<[","קצע I",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hof pual","set in corners",,,,,,,"pu: set in corners; ho: set in corners;","qal: ; qal pass: ; ni: ; pi: ; pu: set in corners; hit: ; hi: ; ho: set in corners; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,"set in corners",,,"set in corners",,,,,,,,,
,4400,3,6988,"QYB/","קֶצֶב ",,,,,", , , ",,"subs",,"cut, shape; bottom",,,,,,"cut, shape; bottom","cut, shape; bottom",,,,,,,,,,,,,,,,,,
,4401,3,6994,"QYW/","קָצוּ ",,,,,", , , ",,"subs",,"end",,,,,,"end","end",,,,,,,,,,,,,,,,,,
,4402,3,6997,"QYX/","קֶצַח ",,,,,", , , ",,"subs",,"black cumin",,,,,,"black cumin","black cumin",,,,,,,,,,,,,,,,,,
,4403,3,7332,"R<==/","רֵעַ III",,,,,", , , ",,"subs",,"shouting, roar",,,,,,"shouting, roar","shouting, roar",,,,,,,,,,,,,,,,,,
,4404,3,7339,"R<BWN/","רְעָבֹון ",,,,,", , , ",,"subs",,"hunger",,,,,,"hunger","hunger",,,,,,,,,,,,,,,,,,
,4405,3,7341,"R<D[","רעד ","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","hif qal","tremble",,,,,,,"qal: tremble; hi: tremble;","qal: tremble; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: tremble; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","tremble",,,,,"tremble",,,,,,,,,,
,4406,3,7344,"R<H=/","רֵעֶה II",,,,,", , , ",,"subs",,"friend, companion",,,,,,"friend, companion","friend, companion",,,,,,,,,,,,,,,,,,
,4407,3,7345,"R<H==/","רֵעָה III",,,,,", , , ",,"subs",,"female companion",,,,,,"female companion","female companion",,,,,,,,,,,,,,,,,,
,4408,3,7355,"R<JWN/","רַעְיֹון ",,,,,", , , ",,"subs",,"striving",,,,,,"striving","striving",,,,,,,,,,,,,,,,,,
,4409,3,7111,"R>MWT/","רָאמֹות ",,,,,", , , ",,"subs",,"corals?",,,,,,"corals?","corals?",,,,,,,,,,,,,,,,,,
,4410,3,7137,"RBK[","רבך ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hof","be mixed",,,,,,,"ho: be mixed;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: be mixed; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,,,,"be mixed",,,,,,,,,
,4411,3,7170,"RDH=[","רדה II","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","qal","take out",,,,,,,"qal: take out;","qal: take out; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","take out",,,,,,,,,,,,,,,
,4412,3,7271,"RKB=/","רַכָּב II",,,,,", , , ",,"subs",,"charioteer; horseman",,,,,,"charioteer; horseman","charioteer; horseman",,,,,,,,,,,,,,,,,,
,4413,3,7297,"RMWN==/","רִמֹּון III",,,,,", , , ",,"nmpr",,"Rimmon",,,,,,"Rimmon","Rimmon",,,,,,,,,,,,,,,,,,
,4414,3,7298,"RMWN===/","רִמֹּון IV",,,,,", , , ",,"nmpr",,"Rimmon",,,,,,"Rimmon","Rimmon",,,,,,,,,,,,,,,,,,
